torna;datum;burkolat;eredmeny;gyoztes neve;gyoztes magassaga;gyoztes nemzetisege;gyoztes eletkora;vesztes neve;vesztes magassaga;vesztes nemzetisege;vesztes eletkora
French Open;2015-05-25;Salak;1-6 7-5 6-3;Serena Williams;175;USA;33,66;Sloane Stephens;170;USA;22,18
French Open;2015-05-25;Salak;6-2 6-2;Sara Errani;164;ITA;28,07;Julia Goerges;180;GER;26,56
French Open;2015-05-25;Salak;2-6 6-0 6-3;Timea Bacsinszky;;SUI;25,96;Petra Kvitova;183;CZE;25,21
French Open;2015-05-25;Salak;6-1 6-3;Alison Van Uytvanck;;BEL;21,16;Cristina Andreea Mitu;;ROU;23,67
French Open;2015-05-25;Salak;7-5 3-6 6-1;Ana Ivanovic;183;SRB;27,55;Ekaterina Makarova;178;RUS;26,96
French Open;2015-05-25;Salak;6-2 7-6(9);Elina Svitolina;174;UKR;20,70;Alize Cornet;173;FRA;25,34
French Open;2015-05-25;Salak;6-3 6-4;Garbine Muguruza;182;ESP;21,63;Flavia Pennetta;172;ITA;33,24
French Open;2015-05-25;Salak;7-6(3) 6-4;Lucie Safarova;177;CZE;28,30;Maria Sharapova;;RUS;28,10
French Open;2015-05-25;Salak;6-1 6-3;Serena Williams;175;USA;33,66;Sara Errani;164;ITA;28,07
French Open;2015-05-25;Salak;6-4 7-5;Timea Bacsinszky;;SUI;25,96;Alison Van Uytvanck;;BEL;21,16
French Open;2015-05-25;Salak;6-3 6-2;Ana Ivanovic;183;SRB;27,55;Elina Svitolina;174;UKR;20,70
French Open;2015-05-25;Salak;7-6(3) 6-3;Lucie Safarova;177;CZE;28,30;Garbine Muguruza;182;ESP;21,63
French Open;2015-05-25;Salak;4-6 6-3 6-0;Serena Williams;175;USA;33,66;Timea Bacsinszky;;SUI;25,96
French Open;2015-05-25;Salak;7-5 7-5;Lucie Safarova;177;CZE;28,30;Ana Ivanovic;183;SRB;27,55
French Open;2015-05-25;Salak;6-3 6-7(2) 6-2;Serena Williams;175;USA;33,66;Lucie Safarova;177;CZE;28,30
Strasbourg;2015-05-18;Salak;6-4 6-3;Madison Keys;178;USA;20,25;Christina Mchale;170;USA;23,02
Strasbourg;2015-05-18;Salak;1-2 RET;Mirjana Lucic;;CRO;33,19;Olga Govortsova;182;BLR;26,73
Strasbourg;2015-05-18;Salak;6-2 4-6 6-1;Kristina Mladenovic;184;FRA;22,01;Pauline Parmentier;175;FRA;29,29
Strasbourg;2015-05-18;Salak;7-5 4-6 6-1;Alison Riske;;USA;24,87;Zarina Diyas;;KAZ;21,58
Strasbourg;2015-05-18;Salak;6-3 6-3;Alize Cornet;173;FRA;25,32;Qiang Wang;;CHN;23,34
Strasbourg;2015-05-18;Salak;6-4 6-2;Elena Vesnina;176;RUS;28,79;Gabriela Dabrowski;;CAN;23,13
Strasbourg;2015-05-18;Salak;6-4 6-1;Francesca Schiavone;166;ITA;34,90;Lauren Davis;157;USA;21,60
Strasbourg;2015-05-18;Salak;6-2 5-5 RET;Virginie Razzano;173;FRA;32,02;Mona Barthel;185;GER;24,85
Strasbourg;2015-05-18;Salak;6-1 6-1;Ajla Tomljanovic;;CRO;22,03;Madison Brengle;;USA;25,12
Strasbourg;2015-05-18;Salak;6-1 6-1;Shelby Rogers;;USA;22,59;Aleksandra Krunic;;SRB;22,17
Strasbourg;2015-05-18;Salak;6-4 7-6(4);Lesia Tsurenko;174;UKR;25,97;Varvara Lepchenko;180;USA;28,99
Strasbourg;2015-05-18;Salak;6-0 6-3;Samantha Stosur;172;AUS;31,13;Monica Puig;;PUR;21,64
Strasbourg;2015-05-18;Salak;7-6(3) 7-5;Coco Vandeweghe;185;USA;23,45;Oceane Dodin;;FRA;18,56
Strasbourg;2015-05-18;Salak;6-3 6-0;Sloane Stephens;170;USA;22,16;Nadiya Kichenok;;UKR;22,83
Strasbourg;2015-05-18;Salak;6-4 0-6 6-2;Saisai Zheng;;CHN;21,28;Su Wei Hsieh;169;TPE;29,37
Strasbourg;2015-05-18;Salak;7-6(6) 6-3;Jelena Jankovic;177;SRB;30,21;Irina Falconi;;USA;25,04
Strasbourg;2015-05-18;Salak;4-6 7-6(3) 7-6(0);Madison Keys;178;USA;20,25;Mirjana Lucic;;CRO;33,19
Strasbourg;2015-05-18;Salak;7-6(4) 6-2;Kristina Mladenovic;184;FRA;22,01;Alison Riske;;USA;24,87
Strasbourg;2015-05-18;Salak;3-6 6-0 6-3;Elena Vesnina;176;RUS;28,79;Alize Cornet;173;FRA;25,32
Strasbourg;2015-05-18;Salak;6-2 6-3;Virginie Razzano;173;FRA;32,02;Francesca Schiavone;166;ITA;34,90
Strasbourg;2015-05-18;Salak;7-6(6) 3-6 6-2;Ajla Tomljanovic;;CRO;22,03;Shelby Rogers;;USA;22,59
Strasbourg;2015-05-18;Salak;W/O;Samantha Stosur;172;AUS;31,13;Lesia Tsurenko;174;UKR;25,97
Strasbourg;2015-05-18;Salak;6-3 6-4;Sloane Stephens;170;USA;22,16;Coco Vandeweghe;185;USA;23,45
Strasbourg;2015-05-18;Salak;6-3 6-3;Jelena Jankovic;177;SRB;30,21;Saisai Zheng;;CHN;21,28
Strasbourg;2015-05-18;Salak;W/O;Kristina Mladenovic;184;FRA;22,01;Madison Keys;178;USA;20,25
Strasbourg;2015-05-18;Salak;4-6 6-1 6-1;Virginie Razzano;173;FRA;32,02;Elena Vesnina;176;RUS;28,79
Strasbourg;2015-05-18;Salak;6-4 3-6 6-4;Samantha Stosur;172;AUS;31,13;Ajla Tomljanovic;;CRO;22,03
Strasbourg;2015-05-18;Salak;6-1 RET;Sloane Stephens;170;USA;22,16;Jelena Jankovic;177;SRB;30,21
Strasbourg;2015-05-18;Salak;6-3 1-2 RET;Kristina Mladenovic;184;FRA;22,01;Virginie Razzano;173;FRA;32,02
Strasbourg;2015-05-18;Salak;6-3 3-6 6-0;Samantha Stosur;172;AUS;31,13;Sloane Stephens;170;USA;22,16
Strasbourg;2015-05-18;Salak;3-6 6-2 6-3;Samantha Stosur;172;AUS;31,13;Kristina Mladenovic;184;FRA;22,01
Nuremberg;2015-05-18;Salak;5-0 RET;Yulia Putintseva;;KAZ;20,36;Andrea Petkovic;180;GER;27,69
Nuremberg;2015-05-18;Salak;6-1 6-3;Kiki Bertens;182;NED;23,44;Yaroslava Shvedova;180;KAZ;27,68
Nuremberg;2015-05-18;Salak;6-4 6-4;Anna Lena Friedsam;;GER;21,29;Tatjana Maria;;GER;27,78
Nuremberg;2015-05-18;Salak;6-2 7-5;Karin Knapp;180;ITA;27,89;Antonia Lottner;;GER;18,76
Nuremberg;2015-05-18;Salak;6-4 7-5;Sabine Lisicki;178;GER;25,65;Silvia Soler Espinosa;;ESP;27,49
Nuremberg;2015-05-18;Salak;6-2 7-5;Lara Arruabarrena;166;ESP;23,16;Timea Babos;179;HUN;22,02
Nuremberg;2015-05-18;Salak;4-6 6-3 7-5;Evgeniya Rodina;;RUS;26,28;Yanina Wickmayer;182;BEL;25,57
Nuremberg;2015-05-18;Salak;6-7(2) 6-3 6-3;Carina Witthoeft;;GER;20,25;Alison Van Uytvanck;;BEL;21,14
Nuremberg;2015-05-18;Salak;7-5 5-7 6-2;Kurumi Nara;;JPN;23,38;Polona Hercog;182;SLO;24,32
Nuremberg;2015-05-18;Salak;6-7(3) 6-4 6-2;Stefanie Voegele;170;SUI;25,19;Renata Voracova;;CZE;31,61
Nuremberg;2015-05-18;Salak;6-1 3-6 6-3;Tereza Smitkova;;CZE;20,60;Cristina Andreea Mitu;;ROU;23,65
Nuremberg;2015-05-18;Salak;6-1 6-1;Roberta Vinci;163;ITA;32,24;Vitalia Diatchenko;170;RUS;24,79
Nuremberg;2015-05-18;Salak;6-2 6-1;Misaki Doi;159;JPN;24,05;Anna Karolina Schmiedlova;;SVK;20,68
Nuremberg;2015-05-18;Salak;6-1 7-5;Shuai Zhang;;CHN;26,32;Bojana Jovanovski;175;SRB;23,38
Nuremberg;2015-05-18;Salak;6-4 7-6(6);Klara Koukalova;166;CZE;33,23;Annika Beck;170;GER;21,25
Nuremberg;2015-05-18;Salak;7-5 6-4;Angelique Kerber;173;GER;27,33;Rebecca Peterson;;SWE;19,78
Nuremberg;2015-05-18;Salak;6-4 5-7 7-5;Yulia Putintseva;;KAZ;20,36;Kiki Bertens;182;NED;23,44
Nuremberg;2015-05-18;Salak;6-1 6-3;Karin Knapp;180;ITA;27,89;Anna Lena Friedsam;;GER;21,29
Nuremberg;2015-05-18;Salak;6-2 6-7(3) 7-6(3);Lara Arruabarrena;166;ESP;23,16;Sabine Lisicki;178;GER;25,65
Nuremberg;2015-05-18;Salak;6-1 6-2;Carina Witthoeft;;GER;20,25;Evgeniya Rodina;;RUS;26,28
Nuremberg;2015-05-18;Salak;6-3 6-4;Kurumi Nara;;JPN;23,38;Stefanie Voegele;170;SUI;25,19
Nuremberg;2015-05-18;Salak;6-2 6-1;Roberta Vinci;163;ITA;32,24;Tereza Smitkova;;CZE;20,60
Nuremberg;2015-05-18;Salak;1-6 6-3 6-1;Misaki Doi;159;JPN;24,05;Shuai Zhang;;CHN;26,32
Nuremberg;2015-05-18;Salak;6-1 7-6(2);Angelique Kerber;173;GER;27,33;Klara Koukalova;166;CZE;33,23
Nuremberg;2015-05-18;Salak;6-2 6-4;Karin Knapp;180;ITA;27,89;Yulia Putintseva;;KAZ;20,36
Nuremberg;2015-05-18;Salak;6-0 6-4;Lara Arruabarrena;166;ESP;23,16;Carina Witthoeft;;GER;20,25
Nuremberg;2015-05-18;Salak;6-1 1-6 6-4;Roberta Vinci;163;ITA;32,24;Kurumi Nara;;JPN;23,38
Nuremberg;2015-05-18;Salak;6-2 6-3;Angelique Kerber;173;GER;27,33;Misaki Doi;159;JPN;24,05
Nuremberg;2015-05-18;Salak;6-0 6-2;Karin Knapp;180;ITA;27,89;Lara Arruabarrena;166;ESP;23,16
Nuremberg;2015-05-18;Salak;W/O;Roberta Vinci;163;ITA;32,24;Angelique Kerber;173;GER;27,33
Nuremberg;2015-05-18;Salak;7-6(5) 4-6 6-1;Karin Knapp;180;ITA;27,89;Roberta Vinci;163;ITA;32,24
Bastad;2015-07-13;Salak;6-2 6-1;Serena Williams;175;USA;33,79;Ysaline Bonaventure;;BEL;20,87
Bastad;2015-07-13;Salak;7-6(8) 6-3;Klara Koukalova;166;CZE;33,38;Susanne Celik;;SWE;20,60
Bastad;2015-07-13;Salak;4-6 6-4 6-3;Alize Lim;;FRA;25,00;Lourdes Dominguez Lino;163;ESP;34,28
Bastad;2015-07-13;Salak;6-4 6-1;Yulia Putintseva;;KAZ;20,51;Tatjana Maria;;GER;27,93
Bastad;2015-07-13;Salak;6-4 6-2;Barbora Zahlavova Strycova;164;CZE;29,29;Grace Min;;USA;21,19
Bastad;2015-07-13;Salak;7-5 4-6 6-4;Evgeniya Rodina;;RUS;26,43;Arantxa Rus;180;NED;24,58
Bastad;2015-07-13;Salak;6-1 6-2;Anna Lena Friedsam;;GER;21,44;Sara Sorribes Tormo;;ESP;18,76
Bastad;2015-07-13;Salak;6-1 6-3;Johanna Larsson;174;SWE;26,90;Richel Hogenkamp;;NED;23,24
Bastad;2015-07-13;Salak;6-2 6-4;Katerina Siniakova;;CZE;19,17;Yuliya Beygelzimer;174;UKR;31,73
Bastad;2015-07-13;Salak;6-4 2-6 6-4;Rebecca Peterson;;SWE;19,93;Mandy Minella;;LUX;29,64
Bastad;2015-07-13;Salak;7-6(8) 3-6 6-2;Maryna Zanevska;;UKR;21,88;Laura Siegemund;;GER;27,36
Bastad;2015-07-13;Salak;6-7(4) 6-2 6-3;Mona Barthel;185;GER;25,00;Kiki Bertens;182;NED;23,59
Bastad;2015-07-13;Salak;2-6 6-3 6-4;Jana Cepelova;168;SVK;22,12;Carina Witthoeft;;GER;20,40
Bastad;2015-07-13;Salak;5-7 6-4 6-1;Olga Govortsova;182;BLR;26,89;Anett Kontaveit;;EST;19,55
Bastad;2015-07-13;Salak;6-2 6-1;Lara Arruabarrena;166;ESP;23,31;Sofia Arvidsson;176;SWE;31,40
Bastad;2015-07-13;Salak;6-1 6-1;Samantha Stosur;172;AUS;31,29;Julia Glushko;;ISR;25,53
Bastad;2015-07-13;Salak;W/O;Klara Koukalova;166;CZE;33,38;Serena Williams;175;USA;33,79
Bastad;2015-07-13;Salak;6-0 1-6 6-2;Yulia Putintseva;;KAZ;20,51;Alize Lim;;FRA;25,00
Bastad;2015-07-13;Salak;6-4 6-1;Barbora Zahlavova Strycova;164;CZE;29,29;Evgeniya Rodina;;RUS;26,43
Bastad;2015-07-13;Salak;6-3 7-5;Johanna Larsson;174;SWE;26,90;Anna Lena Friedsam;;GER;21,44
Bastad;2015-07-13;Salak;7-5 7-6(6);Rebecca Peterson;;SWE;19,93;Katerina Siniakova;;CZE;19,17
Bastad;2015-07-13;Salak;6-0 6-0;Mona Barthel;185;GER;25,00;Maryna Zanevska;;UKR;21,88
Bastad;2015-07-13;Salak;4-6 6-3 6-2;Jana Cepelova;168;SVK;22,12;Olga Govortsova;182;BLR;26,89
Bastad;2015-07-13;Salak;7-6(5) 6-0;Lara Arruabarrena;166;ESP;23,31;Samantha Stosur;172;AUS;31,29
Bastad;2015-07-13;Salak;6-3 6-4;Yulia Putintseva;;KAZ;20,51;Klara Koukalova;166;CZE;33,38
Bastad;2015-07-13;Salak;6-2 6-3;Johanna Larsson;174;SWE;26,90;Barbora Zahlavova Strycova;164;CZE;29,29
Bastad;2015-07-13;Salak;6-1 7-6(3);Mona Barthel;185;GER;25,00;Rebecca Peterson;;SWE;19,93
Bastad;2015-07-13;Salak;6-3 5-2 RET;Lara Arruabarrena;166;ESP;23,31;Jana Cepelova;168;SVK;22,12
Bastad;2015-07-13;Salak;6-4 6-2;Johanna Larsson;174;SWE;26,90;Yulia Putintseva;;KAZ;20,51
Bastad;2015-07-13;Salak;6-3 6-2;Mona Barthel;185;GER;25,00;Lara Arruabarrena;166;ESP;23,31
Bastad;2015-07-13;Salak;6-3 7-6(2);Johanna Larsson;174;SWE;26,90;Mona Barthel;185;GER;25,00
Bucharest;2015-07-13;Salak;6-2 7-6(2);Sara Errani;164;ITA;28,21;Cagla Buyukakcay;;TUR;25,79
Bucharest;2015-07-13;Salak;2-6 6-4 6-4;Shahar Peer;170;ISR;28,20;Kateryna Bondarenko;175;UKR;28,93
Bucharest;2015-07-13;Salak;6-4 7-5;Anna Tatishvili;171;GEO;25,44;Stefanie Voegele;170;SUI;25,34
Bucharest;2015-07-13;Salak;3-6 6-4 6-4;Alexandra Dulgheru;;ROU;26,12;Shuai Zhang;;CHN;26,47
Bucharest;2015-07-13;Salak;6-2 5-7 6-2;Monica Niculescu;168;ROU;27,80;Ana Bogdan;;ROU;22,63
Bucharest;2015-07-13;Salak;6-3 6-7(4) 7-6(6);Teliana Pereira;;BRA;26,98;Kristina Kucova;;SVK;25,14
Bucharest;2015-07-13;Salak;6-2 6-2;Sorana Cirstea;176;ROU;25,26;Sesil Karatantcheva;171;KAZ;25,93
Bucharest;2015-07-13;Salak;1-6 6-3 6-3;Cristina Andreea Mitu;;ROU;23,81;Annika Beck;170;GER;21,40
Bucharest;2015-07-13;Salak;6-1 6-2;Anna Karolina Schmiedlova;;SVK;20,83;Reka Luca Jani;;HUN;23,95
Bucharest;2015-07-13;Salak;6-4 3-6 6-3;Denisa Allertova;;CZE;22,35;Cristina Dinu;;ROU;22,48
Bucharest;2015-07-13;Salak;6-3 6-4;Danka Kovinic;;MNE;20,65;Petra Martic;181;CRO;24,48
Bucharest;2015-07-13;Salak;7-6(4) 6-4;Julia Goerges;180;GER;26,69;Darya Kasatkina;;RUS;18,18
Bucharest;2015-07-13;Salak;6-2 7-5;Polona Hercog;182;SLO;24,48;Tereza Smitkova;;CZE;20,76
Bucharest;2015-07-13;Salak;6-4 3-1 RET;Patricia Maria Tig;;ROU;20,96;Silvia Soler Espinosa;;ESP;27,65
Bucharest;2015-07-13;Salak;6-2 6-4;Aleksandra Krunic;;SRB;22,33;Elizaveta Kulichkova;;RUS;19,25
Bucharest;2015-07-13;Salak;6-2 6-1;Roberta Vinci;163;ITA;32,40;Timea Babos;179;HUN;22,17
Bucharest;2015-07-13;Salak;7-6(5) 6-2;Sara Errani;164;ITA;28,21;Shahar Peer;170;ISR;28,20
Bucharest;2015-07-13;Salak;5-2 RET;Anna Tatishvili;171;GEO;25,44;Alexandra Dulgheru;;ROU;26,12
Bucharest;2015-07-13;Salak;6-2 6-3;Monica Niculescu;168;ROU;27,80;Teliana Pereira;;BRA;26,98
Bucharest;2015-07-13;Salak;5-7 6-2 6-4;Cristina Andreea Mitu;;ROU;23,81;Sorana Cirstea;176;ROU;25,26
Bucharest;2015-07-13;Salak;6-1 6-2;Anna Karolina Schmiedlova;;SVK;20,83;Denisa Allertova;;CZE;22,35
Bucharest;2015-07-13;Salak;6-4 6-7(8) 6-2;Danka Kovinic;;MNE;20,65;Julia Goerges;180;GER;26,69
Bucharest;2015-07-13;Salak;6-0 6-2;Polona Hercog;182;SLO;24,48;Patricia Maria Tig;;ROU;20,96
Bucharest;2015-07-13;Salak;6-1 6-1;Aleksandra Krunic;;SRB;22,33;Roberta Vinci;163;ITA;32,40
Bucharest;2015-07-13;Salak;6-2 6-3;Sara Errani;164;ITA;28,21;Anna Tatishvili;171;GEO;25,44
Bucharest;2015-07-13;Salak;4-6 6-0 6-2;Monica Niculescu;168;ROU;27,80;Cristina Andreea Mitu;;ROU;23,81
Bucharest;2015-07-13;Salak;6-2 6-2;Anna Karolina Schmiedlova;;SVK;20,83;Danka Kovinic;;MNE;20,65
Bucharest;2015-07-13;Salak;6-3 6-3;Polona Hercog;182;SLO;24,48;Aleksandra Krunic;;SRB;22,33
Bucharest;2015-07-13;Salak;5-7 6-1 6-2;Sara Errani;164;ITA;28,21;Monica Niculescu;168;ROU;27,80
Bucharest;2015-07-13;Salak;6-4 6-3;Anna Karolina Schmiedlova;;SVK;20,83;Polona Hercog;182;SLO;24,48
Bucharest;2015-07-13;Salak;7-6(3) 6-3;Anna Karolina Schmiedlova;;SVK;20,83;Sara Errani;164;ITA;28,21
Bad Gastein;2015-07-20;Salak;6-4 6-4;Sara Errani;164;ITA;28,22;Aliaksandra Sasnovich;;BLR;21,33
Bad Gastein;2015-07-20;Salak;6-4 6-2;Maryna Zanevska;;UKR;21,90;Ana Bogdan;;ROU;22,65
Bad Gastein;2015-07-20;Salak;6-3 6-1;Darya Kasatkina;;RUS;18,20;Aleksandra Krunic;;SRB;22,35
Bad Gastein;2015-07-20;Salak;6-3 6-4;Julia Goerges;180;GER;26,71;Risa Ozaki;;JPN;21,28
Bad Gastein;2015-07-20;Salak;6-0 6-7(5) 7-6(6);Karin Knapp;180;ITA;28,06;Tamira Paszek;165;AUT;24,62
Bad Gastein;2015-07-20;Salak;6-2 6-2;Johanna Larsson;174;SWE;26,92;Stefanie Voegele;170;SUI;25,36
Bad Gastein;2015-07-20;Salak;6-4 6-2;Polona Hercog;182;SLO;24,50;Timea Babos;179;HUN;22,19
Bad Gastein;2015-07-20;Salak;6-4 6-1;Lucie Hradecka;177;CZE;30,16;Lara Arruabarrena;166;ESP;23,33
Bad Gastein;2015-07-20;Salak;3-6 6-2 6-0;Anna Karolina Schmiedlova;;SVK;20,85;Patricia Mayr Achleitner;;AUT;28,70
Bad Gastein;2015-07-20;Salak;6-1 6-7(5) 7-6(5);Cristina Andreea Mitu;;ROU;23,82;Barbara Haas;;AUT;19,33
Bad Gastein;2015-07-20;Salak;5-2 RET;Annika Beck;170;GER;21,42;Teliana Pereira;;BRA;27,00
Bad Gastein;2015-07-20;Salak;3-6 7-6(5) 6-4;Denisa Allertova;;CZE;22,37;Carina Witthoeft;;GER;20,42
Bad Gastein;2015-07-20;Salak;6-4 6-4;Danka Kovinic;;MNE;20,67;Katerina Siniakova;;CZE;19,19
Bad Gastein;2015-07-20;Salak;6-4 6-3;Richel Hogenkamp;;NED;23,26;Petra Martic;181;CRO;24,50
Bad Gastein;2015-07-20;Salak;1-6 0-4 RET;Klara Koukalova;166;CZE;33,40;Anna Lena Friedsam;;GER;21,46
Bad Gastein;2015-07-20;Salak;6-4 4-6 6-1;Samantha Stosur;172;AUS;31,30;Anastasija Sevastova;;LAT;25,27
Bad Gastein;2015-07-20;Salak;6-2 4-6 7-5;Sara Errani;164;ITA;28,22;Maryna Zanevska;;UKR;21,90
Bad Gastein;2015-07-20;Salak;3-6 6-4 6-3;Darya Kasatkina;;RUS;18,20;Julia Goerges;180;GER;26,71
Bad Gastein;2015-07-20;Salak;6-3 6-3;Karin Knapp;180;ITA;28,06;Johanna Larsson;174;SWE;26,92
Bad Gastein;2015-07-20;Salak;6-3 6-2;Polona Hercog;182;SLO;24,50;Lucie Hradecka;177;CZE;30,16
Bad Gastein;2015-07-20;Salak;6-1 0-0 RET;Anna Karolina Schmiedlova;;SVK;20,85;Cristina Andreea Mitu;;ROU;23,82
Bad Gastein;2015-07-20;Salak;6-2 6-3;Annika Beck;170;GER;21,42;Denisa Allertova;;CZE;22,37
Bad Gastein;2015-07-20;Salak;6-3 6-1;Danka Kovinic;;MNE;20,67;Richel Hogenkamp;;NED;23,26
Bad Gastein;2015-07-20;Salak;6-1 6-0;Samantha Stosur;172;AUS;31,30;Klara Koukalova;166;CZE;33,40
Bad Gastein;2015-07-20;Salak;6-3 3-6 6-2;Sara Errani;164;ITA;28,22;Darya Kasatkina;;RUS;18,20
Bad Gastein;2015-07-20;Salak;7-6(5) 7-5;Karin Knapp;180;ITA;28,06;Polona Hercog;182;SLO;24,50
Bad Gastein;2015-07-20;Salak;6-2 6-3;Anna Karolina Schmiedlova;;SVK;20,85;Annika Beck;170;GER;21,42
Bad Gastein;2015-07-20;Salak;6-3 6-2;Samantha Stosur;172;AUS;31,30;Danka Kovinic;;MNE;20,67
Bad Gastein;2015-07-20;Salak;7-6(4) 4-6 7-5;Karin Knapp;180;ITA;28,06;Sara Errani;164;ITA;28,22
Bad Gastein;2015-07-20;Salak;6-1 7-5;Samantha Stosur;172;AUS;31,30;Anna Karolina Schmiedlova;;SVK;20,85
Bad Gastein;2015-07-20;Salak;3-6 7-6(3) 6-6;Samantha Stosur;172;AUS;31,30;Karin Knapp;180;ITA;28,06
Florianopolis;2015-07-27;Salak;6-2 6-3;Tatjana Maria;;GER;27,97;Maria Fernanda Alves;;BRA;32,28
Florianopolis;2015-07-27;Salak;6-3 7-5;Maria Teresa Torro Flor;173;ESP;23,23;Rebecca Peterson;;SWE;19,97
Florianopolis;2015-07-27;Salak;6-0 6-3;Veronica Cepede Royg;;PAR;23,51;Paula Cristina Goncalves;;BRA;24,96
Florianopolis;2015-07-27;Salak;6-1 6-4;Anastasija Sevastova;;LAT;25,29;Louisa Chirico;;USA;19,20
Florianopolis;2015-07-27;Salak;6-7(3) 6-3 7-5;Teliana Pereira;;BRA;27,02;Maria Irigoyen;;ARG;28,09
Florianopolis;2015-07-27;Salak;6-7(8) 6-4 6-3;Risa Ozaki;;JPN;21,30;Andrea Gamiz;;VEN;22,74
Florianopolis;2015-07-27;Salak;6-4 4-6 6-1;Elitsa Kostova;;BUL;25,30;Anastasia Pivovarova;;RUS;25,11
Florianopolis;2015-07-27;Salak;6-2 6-1;Laura Siegemund;;GER;27,39;Marina Melnikova;;RUS;26,47
Florianopolis;2015-07-27;Salak;6-4 6-1;Paula Kania;;POL;22,72;Susanne Celik;;SWE;20,64
Florianopolis;2015-07-27;Salak;4-6 7-6(6) 6-2;Gabriela Ce;;BRA;22,40;Cindy Burger;;NED;22,67
Florianopolis;2015-07-27;Salak;6-4 6-7(6) 7-6(2);Alize Lim;;FRA;25,04;Paula Ormaechea;;ARG;22,83
Florianopolis;2015-07-27;Salak;6-1 6-2;Annika Beck;170;GER;21,44;Carolina Meligeni Rodrigues Alves;;BRA;19,26
Florianopolis;2015-07-27;Salak;5-7 6-3 6-4;Bethanie Mattek Sands;168;USA;30,34;Mandy Minella;;LUX;29,68
Florianopolis;2015-07-27;Salak;6-3 6-2;Ana Bogdan;;ROU;22,67;Luisa Stefani;;BRA;17,96
Florianopolis;2015-07-27;Salak;7-5 7-5;Tereza Martincova;;CZE;20,76;Quirine Lemoine;;NED;23,59
Florianopolis;2015-07-27;Salak;7-5 7-6(6);Ajla Tomljanovic;;CRO;22,22;Laura Pous Tio;;ESP;30,82
Florianopolis;2015-07-27;Salak;6-3 6-1;Maria Teresa Torro Flor;173;ESP;23,23;Tatjana Maria;;GER;27,97
Florianopolis;2015-07-27;Salak;7-6(4) 4-6 6-4;Anastasija Sevastova;;LAT;25,29;Veronica Cepede Royg;;PAR;23,51
Florianopolis;2015-07-27;Salak;6-4 6-1;Teliana Pereira;;BRA;27,02;Risa Ozaki;;JPN;21,30
Florianopolis;2015-07-27;Salak;6-3 6-1;Laura Siegemund;;GER;27,39;Elitsa Kostova;;BUL;25,30
Florianopolis;2015-07-27;Salak;6-2 7-6(7);Gabriela Ce;;BRA;22,40;Paula Kania;;POL;22,72
Florianopolis;2015-07-27;Salak;6-1 6-2;Annika Beck;170;GER;21,44;Alize Lim;;FRA;25,04
Florianopolis;2015-07-27;Salak;6-2 6-3;Bethanie Mattek Sands;168;USA;30,34;Ana Bogdan;;ROU;22,67
Florianopolis;2015-07-27;Salak;6-1 4-6 6-1;Tereza Martincova;;CZE;20,76;Ajla Tomljanovic;;CRO;22,22
Florianopolis;2015-07-27;Salak;7-6(4) 6-4;Anastasija Sevastova;;LAT;25,29;Maria Teresa Torro Flor;173;ESP;23,23
Florianopolis;2015-07-27;Salak;6-3 7-5;Teliana Pereira;;BRA;27,02;Laura Siegemund;;GER;27,39
Florianopolis;2015-07-27;Salak;6-3 6-3;Annika Beck;170;GER;21,44;Gabriela Ce;;BRA;22,40
Florianopolis;2015-07-27;Salak;7-6(2) 4-6 6-1;Bethanie Mattek Sands;168;USA;30,34;Tereza Martincova;;CZE;20,76
Florianopolis;2015-07-27;Salak;6-3 7-5;Teliana Pereira;;BRA;27,02;Anastasija Sevastova;;LAT;25,29
Florianopolis;2015-07-27;Salak;7-6(8) 4-6 6-3;Annika Beck;170;GER;21,44;Bethanie Mattek Sands;168;USA;30,34
Florianopolis;2015-07-27;Salak;6-4 4-6 6-1;Teliana Pereira;;BRA;27,02;Annika Beck;170;GER;21,44
Fed Cup WG R1: ITA vs FRA;2015-02-07;Salak;7-6(2) 7-5;Sara Errani;164;ITA;27,76;Caroline Garcia;;FRA;21,30
Fed Cup WG R1: ITA vs FRA;2015-02-07;Salak;6-4 6-2;Camila Giorgi;168;ITA;23,09;Alize Cornet;173;FRA;25,03
Fed Cup WG R1: ITA vs FRA;2015-02-07;Salak;6-4 6-3;Kristina Mladenovic;184;FRA;21,72;Sara Errani;164;ITA;27,76
Fed Cup WG R1: ITA vs FRA;2015-02-07;Salak;4-6 6-0 6-2;Caroline Garcia;;FRA;21,30;Camila Giorgi;168;ITA;23,09
Fed Cup WG SF: RUS vs GER;2015-04-18;Salak;6-4 6-4;Svetlana Kuznetsova;174;RUS;29,79;Julia Goerges;180;GER;26,44
Fed Cup WG SF: RUS vs GER;2015-04-18;Salak;4-6 7-6(4) 6-3;Anastasia Pavlyuchenkova;177;RUS;23,78;Sabine Lisicki;178;GER;25,56
Fed Cup WG SF: RUS vs GER;2015-04-18;Salak;6-2 6-1;Andrea Petkovic;180;GER;27,59;Svetlana Kuznetsova;174;RUS;29,79
Fed Cup WG SF: RUS vs GER;2015-04-18;Salak;6-1 6-0;Angelique Kerber;173;GER;27,23;Anastasia Pavlyuchenkova;177;RUS;23,78
Fed Cup WG R1: NED vs SVK;2015-02-07;Salak;6-2 7-5;Anna Karolina Schmiedlova;;SVK;20,39;Kiki Bertens;182;NED;23,15
